Code,Description,last_updated
A750,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii,09-12-2025
A751,Recrudescent typhus [Brill's disease],09-12-2025
A752,Typhus fever due to Rickettsia typhi,09-12-2025
A753,Typhus fever due to Rickettsia tsutsugamushi,09-12-2025
A759,"Typhus fever, unspecified",09-12-2025
A77,Spotted fever [tick-borne rickettsioses],09-12-2025
A770,Spotted fever due to Rickettsia rickettsii,09-12-2025
A771,Spotted fever due to Rickettsia conorii,09-12-2025
A772,Spotted fever due to Rickettsia siberica,09-12-2025
A773,Spotted fever due to Rickettsia australis,09-12-2025
A774,Ehrlichiosis,09-12-2025
A7740,"Ehrlichiosis, unspecified",09-12-2025
A7741,Ehrlichiosis chaffeensis [E. chaffeensis],09-12-2025
A7749,Other ehrlichiosis,09-12-2025
A778,Other spotted fevers,09-12-2025
A779,"Spotted fever, unspecified",09-12-2025
A78,Q fever,09-12-2025
A79,Other rickettsioses,09-12-2025
A790,Trench fever,09-12-2025
A791,Rickettsialpox due to Rickettsia akari,09-12-2025
A798,Other specified rickettsioses,09-12-2025
A7981,Rickettsiosis due to Ehrlichia sennetsu,09-12-2025
A7982,Anaplasmosis [A. phagocytophilum],09-12-2025
A7989,Other specified rickettsioses,09-12-2025
A799,"Rickettsiosis, unspecified",09-12-2025
A80,Acute poliomyelitis,09-12-2025
A800,"Acute paralytic poliomyelitis, vaccine-associated",09-12-2025
A801,"Acute paralytic poliomyelitis, wild virus, imported",09-12-2025
A802,"Acute paralytic poliomyelitis, wild virus, indigenous",09-12-2025
A803,"Acute paralytic poliomyelitis, other and unspecified",09-12-2025
A8030,"Acute paralytic poliomyelitis, unspecified",09-12-2025
A8039,Other acute paralytic poliomyelitis,09-12-2025
A804,Acute nonparalytic poliomyelitis,09-12-2025
A809,"Acute poliomyelitis, unspecified",09-12-2025
A81,Atypical virus infections of central nervous system,09-12-2025
A810,Creutzfeldt-Jakob disease,09-12-2025
A8100,"Creutzfeldt-Jakob disease, unspecified",09-12-2025
A8101,Variant Creutzfeldt-Jakob disease,09-12-2025
A8109,Other Creutzfeldt-Jakob disease,09-12-2025
A811,Subacute sclerosing panencephalitis,09-12-2025
A812,Progressive multifocal leukoencephalopathy,09-12-2025
A818,Other atypical virus infections of central nervous system,09-12-2025
A8181,Kuru,09-12-2025
A8182,Gerstmann-Straussler-Scheinker syndrome,09-12-2025
A8183,Fatal familial insomnia,09-12-2025
A8189,Other atypical virus infections of central nervous system,09-12-2025
A819,"Atypical virus infection of central nervous system, unsp",09-12-2025
A82,Rabies,09-12-2025
A820,Sylvatic rabies,09-12-2025
A821,Urban rabies,09-12-2025
A829,"Rabies, unspecified",09-12-2025
A83,Mosquito-borne viral encephalitis,09-12-2025
A830,Japanese encephalitis,09-12-2025
A831,Western equine encephalitis,09-12-2025
A832,Eastern equine encephalitis,09-12-2025
A833,St Louis encephalitis,09-12-2025
A834,Australian encephalitis,09-12-2025
A835,California encephalitis,09-12-2025
A836,Rocio virus disease,09-12-2025
A838,Other mosquito-borne viral encephalitis,09-12-2025
A839,"Mosquito-borne viral encephalitis, unspecified",09-12-2025
A84,Tick-borne viral encephalitis,09-12-2025
A840,Far Eastern tick-borne encephalitis,09-12-2025
A841,Central European tick-borne encephalitis,09-12-2025
A848,Other tick-borne viral encephalitis,09-12-2025
A8481,Powassan virus disease,09-12-2025
A8489,Other tick-borne viral encephalitis,09-12-2025
A849,"Tick-borne viral encephalitis, unspecified",09-12-2025
A85,"Other viral encephalitis, not elsewhere classified",09-12-2025
A850,Enteroviral encephalitis,09-12-2025
A851,Adenoviral encephalitis,09-12-2025
A852,"Arthropod-borne viral encephalitis, unspecified",09-12-2025
A858,Other specified viral encephalitis,09-12-2025
A86,Unspecified viral encephalitis,09-12-2025
A87,Viral meningitis,09-12-2025
A870,Enteroviral meningitis,09-12-2025
A871,Adenoviral meningitis,09-12-2025
A872,Lymphocytic choriomeningitis,09-12-2025
A878,Other viral meningitis,09-12-2025
A879,"Viral meningitis, unspecified",09-12-2025
A88,"Oth viral infections of central nervous system, NEC",09-12-2025
A880,Enteroviral exanthematous fever [Boston exanthem],09-12-2025
A881,Epidemic vertigo,09-12-2025
A888,Other specified viral infections of central nervous system,09-12-2025
A89,Unspecified viral infection of central nervous system,09-12-2025
A90,Dengue fever [classical dengue],09-12-2025
A91,Dengue hemorrhagic fever,09-12-2025
A92,Other mosquito-borne viral fevers,09-12-2025
A920,Chikungunya virus disease,09-12-2025
A921,O'nyong-nyong fever,09-12-2025
A922,Venezuelan equine fever,09-12-2025
A923,West Nile virus infection,09-12-2025
A9230,"West Nile virus infection, unspecified",09-12-2025
A9231,West Nile virus infection with encephalitis,09-12-2025
A9232,West Nile virus infection with oth neurologic manifestation,09-12-2025
A9239,West Nile virus infection with other complications,09-12-2025
A924,Rift Valley fever,09-12-2025
A925,Zika virus disease,09-12-2025
A928,Other specified mosquito-borne viral fevers,09-12-2025
A929,"Mosquito-borne viral fever, unspecified",09-12-2025
A93,"Other arthropod-borne viral fevers, not elsewhere classified",09-12-2025
A930,Oropouche virus disease,09-12-2025
A931,Sandfly fever,09-12-2025
A932,Colorado tick fever,09-12-2025
A938,Other specified arthropod-borne viral fevers,09-12-2025
A94,Unspecified arthropod-borne viral fever,09-12-2025
A95,Yellow fever,09-12-2025
A950,Sylvatic yellow fever,09-12-2025
A951,Urban yellow fever,09-12-2025
A959,"Yellow fever, unspecified",09-12-2025
A96,Arenaviral hemorrhagic fever,09-12-2025
A960,Junin hemorrhagic fever,09-12-2025
A961,Machupo hemorrhagic fever,09-12-2025
A962,Lassa fever,09-12-2025
A968,Other arenaviral hemorrhagic fevers,09-12-2025
A969,"Arenaviral hemorrhagic fever, unspecified",09-12-2025
A98,"Other viral hemorrhagic fevers, not elsewhere classified",09-12-2025
A980,Crimean-Congo hemorrhagic fever,09-12-2025
A981,Omsk hemorrhagic fever,09-12-2025
A982,Kyasanur Forest disease,09-12-2025
A983,Marburg virus disease,09-12-2025
A984,Ebola virus disease,09-12-2025
A985,Hemorrhagic fever with renal syndrome,09-12-2025
A988,Other specified viral hemorrhagic fevers,09-12-2025
A99,Unspecified viral hemorrhagic fever,09-12-2025
B00,Herpesviral [herpes simplex] infections,09-12-2025
B000,Eczema herpeticum,09-12-2025
B001,Herpesviral vesicular dermatitis,09-12-2025
B002,Herpesviral gingivostomatitis and pharyngotonsillitis,09-12-2025
B003,Herpesviral meningitis,09-12-2025
B004,Herpesviral encephalitis,09-12-2025
B005,Herpesviral ocular disease,09-12-2025
B0050,"Herpesviral ocular disease, unspecified",09-12-2025
B0051,Herpesviral iridocyclitis,09-12-2025
B0052,Herpesviral keratitis,09-12-2025
B0053,Herpesviral conjunctivitis,09-12-2025
B0059,Other herpesviral disease of eye,09-12-2025
B007,Disseminated herpesviral disease,09-12-2025
B008,Other forms of herpesviral infections,09-12-2025
B0081,Herpesviral hepatitis,09-12-2025
B0082,Herpes simplex myelitis,09-12-2025
B0089,Other herpesviral infection,09-12-2025
B009,"Herpesviral infection, unspecified",09-12-2025
B01,Varicella [chickenpox],09-12-2025
B010,Varicella meningitis,09-12-2025
B011,"Varicella encephalitis, myelitis and encephalomyelitis",09-12-2025
B0111,Varicella encephalitis and encephalomyelitis,09-12-2025
B0112,Varicella myelitis,09-12-2025
B012,Varicella pneumonia,09-12-2025
B018,Varicella with other complications,09-12-2025
B0181,Varicella keratitis,09-12-2025
B0189,Other varicella complications,09-12-2025
B019,Varicella without complication,09-12-2025
B02,Zoster [herpes zoster],09-12-2025
B020,Zoster encephalitis,09-12-2025
B021,Zoster meningitis,09-12-2025
B022,Zoster with other nervous system involvement,09-12-2025
B0221,Postherpetic geniculate ganglionitis,09-12-2025
B0222,Postherpetic trigeminal neuralgia,09-12-2025
B0223,Postherpetic polyneuropathy,09-12-2025
B0224,Postherpetic myelitis,09-12-2025
B0229,Other postherpetic nervous system involvement,09-12-2025
B023,Zoster ocular disease,09-12-2025
B0230,"Zoster ocular disease, unspecified",09-12-2025
B0231,Zoster conjunctivitis,09-12-2025
B0232,Zoster iridocyclitis,09-12-2025
B0233,Zoster keratitis,09-12-2025
B0234,Zoster scleritis,09-12-2025
B0239,Other herpes zoster eye disease,09-12-2025
B027,Disseminated zoster,09-12-2025
B028,Zoster with other complications,09-12-2025
B029,Zoster without complications,09-12-2025
B03,Smallpox,09-12-2025
B04,Monkeypox,09-12-2025
B05,Measles,09-12-2025
B050,Measles complicated by encephalitis,09-12-2025
B051,Measles complicated by meningitis,09-12-2025
B052,Measles complicated by pneumonia,09-12-2025
B053,Measles complicated by otitis media,09-12-2025
B054,Measles with intestinal complications,09-12-2025
B058,Measles with other complications,09-12-2025
B0581,Measles keratitis and keratoconjunctivitis,09-12-2025
B0589,Other measles complications,09-12-2025
B059,Measles without complication,09-12-2025
B06,Rubella [German measles],09-12-2025
B060,Rubella with neurological complications,09-12-2025
B0600,"Rubella with neurological complication, unspecified",09-12-2025
B0601,Rubella encephalitis,09-12-2025
B0602,Rubella meningitis,09-12-2025
B0609,Other neurological complications of rubella,09-12-2025
B068,Rubella with other complications,09-12-2025
B0681,Rubella pneumonia,09-12-2025
B0682,Rubella arthritis,09-12-2025
B0689,Other rubella complications,09-12-2025
B069,Rubella without complication,09-12-2025
B07,Viral warts,09-12-2025
B070,Plantar wart,09-12-2025
B078,Other viral warts,09-12-2025
B079,"Viral wart, unspecified",09-12-2025
B08,"Oth viral infect with skin and mucous membrane lesions, NEC",09-12-2025
B080,Other orthopoxvirus infections,09-12-2025
B0801,Cowpox and vaccinia not from vaccine,09-12-2025
B0802,Orf virus disease,09-12-2025
B0803,Pseudocowpox [milker's node],09-12-2025
B0804,"Paravaccinia, unspecified",09-12-2025
B0809,Other orthopoxvirus infections,09-12-2025
B081,Molluscum contagiosum,09-12-2025
B082,Exanthema subitum [sixth disease],09-12-2025
B0820,"Exanthema subitum [sixth disease], unspecified",09-12-2025
B0821,Exanthema subitum [sixth disease] due to human herpesvirus 6,09-12-2025
B0822,Exanthema subitum [sixth disease] due to human herpesvirus 7,09-12-2025
B083,Erythema infectiosum [fifth disease],09-12-2025
B084,Enteroviral vesicular stomatitis with exanthem,09-12-2025
B085,Enteroviral vesicular pharyngitis,09-12-2025
B086,Parapoxvirus infections,09-12-2025
B0860,"Parapoxvirus infection, unspecified",09-12-2025
B0861,Bovine stomatitis,09-12-2025
B0862,Sealpox,09-12-2025
B0869,Other parapoxvirus infections,09-12-2025
B087,Yatapoxvirus infections,09-12-2025
B0870,"Yatapoxvirus infection, unspecified",09-12-2025
B0871,Tanapox virus disease,09-12-2025
B0872,Yaba pox virus disease,09-12-2025
B0879,Other yatapoxvirus infections,09-12-2025
B088,Oth viral infections with skin and mucous membrane lesions,09-12-2025
B09,Unsp viral infection with skin and mucous membrane lesions,09-12-2025
B10,Other human herpesviruses,09-12-2025
B100,Other human herpesvirus encephalitis,09-12-2025
B1001,Human herpesvirus 6 encephalitis,09-12-2025
B1009,Other human herpesvirus encephalitis,09-12-2025
B108,Other human herpesvirus infection,09-12-2025
B1081,Human herpesvirus 6 infection,09-12-2025
B1082,Human herpesvirus 7 infection,09-12-2025
B1089,Other human herpesvirus infection,09-12-2025
B15,Acute hepatitis A,09-12-2025
B150,Hepatitis A with hepatic coma,09-12-2025
B159,Hepatitis A without hepatic coma,09-12-2025
B16,Acute hepatitis B,09-12-2025
B160,Acute hepatitis B with delta-agent with hepatic coma,09-12-2025
B161,Acute hepatitis B with delta-agent without hepatic coma,09-12-2025
B162,Acute hepatitis B without delta-agent with hepatic coma,09-12-2025
B169,Acute hepatitis B w/o delta-agent and without hepatic coma,09-12-2025
B17,Other acute viral hepatitis,09-12-2025
B170,Acute delta-(super) infection of hepatitis B carrier,09-12-2025
B171,Acute hepatitis C,09-12-2025
B1710,Acute hepatitis C without hepatic coma,09-12-2025
B1711,Acute hepatitis C with hepatic coma,09-12-2025
B172,Acute hepatitis E,09-12-2025
B178,Other specified acute viral hepatitis,09-12-2025
B179,"Acute viral hepatitis, unspecified",09-12-2025
B18,Chronic viral hepatitis,09-12-2025
B180,Chronic viral hepatitis B with delta-agent,09-12-2025
B181,Chronic viral hepatitis B without delta-agent,09-12-2025
B182,Chronic viral hepatitis C,09-12-2025
B188,Other chronic viral hepatitis,09-12-2025
B189,"Chronic viral hepatitis, unspecified",09-12-2025
B19,Unspecified viral hepatitis,09-12-2025
B190,Unspecified viral hepatitis with hepatic coma,09-12-2025
B191,Unspecified viral hepatitis B,09-12-2025
B1910,Unspecified viral hepatitis B without hepatic coma,09-12-2025
B1911,Unspecified viral hepatitis B with hepatic coma,09-12-2025
B192,Unspecified viral hepatitis C,09-12-2025
B1920,Unspecified viral hepatitis C without hepatic coma,09-12-2025
B1921,Unspecified viral hepatitis C with hepatic coma,09-12-2025
B199,Unspecified viral hepatitis without hepatic coma,09-12-2025
B20,Human immunodeficiency virus [HIV] disease,09-12-2025
B25,Cytomegaloviral disease,09-12-2025
B250,Cytomegaloviral pneumonitis,09-12-2025
B251,Cytomegaloviral hepatitis,09-12-2025
B252,Cytomegaloviral pancreatitis,09-12-2025
B258,Other cytomegaloviral diseases,09-12-2025
B259,"Cytomegaloviral disease, unspecified",09-12-2025
B26,Mumps,09-12-2025
B260,Mumps orchitis,09-12-2025
B261,Mumps meningitis,09-12-2025
B262,Mumps encephalitis,09-12-2025
B263,Mumps pancreatitis,09-12-2025
B268,Mumps with other complications,09-12-2025
B2681,Mumps hepatitis,09-12-2025
B2682,Mumps myocarditis,09-12-2025
B2683,Mumps nephritis,09-12-2025
B2684,Mumps polyneuropathy,09-12-2025
B2685,Mumps arthritis,09-12-2025
B2689,Other mumps complications,09-12-2025
B269,Mumps without complication,09-12-2025
B27,Infectious mononucleosis,09-12-2025
B270,Gammaherpesviral mononucleosis,09-12-2025
B2700,Gammaherpesviral mononucleosis without complication,09-12-2025
B2701,Gammaherpesviral mononucleosis with polyneuropathy,09-12-2025
B2702,Gammaherpesviral mononucleosis with meningitis,09-12-2025
B2709,Gammaherpesviral mononucleosis with other complications,09-12-2025
B271,Cytomegaloviral mononucleosis,09-12-2025
B2710,Cytomegaloviral mononucleosis without complications,09-12-2025
B2711,Cytomegaloviral mononucleosis with polyneuropathy,09-12-2025
B2712,Cytomegaloviral mononucleosis with meningitis,09-12-2025
B2719,Cytomegaloviral mononucleosis with other complication,09-12-2025
B278,Other infectious mononucleosis,09-12-2025
B2780,Other infectious mononucleosis without complication,09-12-2025
B2781,Other infectious mononucleosis with polyneuropathy,09-12-2025
B2782,Other infectious mononucleosis with meningitis,09-12-2025
B2789,Other infectious mononucleosis with other complication,09-12-2025
B279,"Infectious mononucleosis, unspecified",09-12-2025
B2790,"Infectious mononucleosis, unspecified without complication",09-12-2025
B2791,"Infectious mononucleosis, unspecified with polyneuropathy",09-12-2025
B2792,"Infectious mononucleosis, unspecified with meningitis",09-12-2025
B2799,"Infectious mononucleosis, unsp with other complication",09-12-2025
B30,Viral conjunctivitis,09-12-2025
B300,Keratoconjunctivitis due to adenovirus,09-12-2025
B301,Conjunctivitis due to adenovirus,09-12-2025
B302,Viral pharyngoconjunctivitis,09-12-2025
B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral),09-12-2025
B308,Other viral conjunctivitis,09-12-2025
B309,"Viral conjunctivitis, unspecified",09-12-2025
B33,"Other viral diseases, not elsewhere classified",09-12-2025
B330,Epidemic myalgia,09-12-2025
B331,Ross River disease,09-12-2025
B332,Viral carditis,09-12-2025
B3320,"Viral carditis, unspecified",09-12-2025
B3321,Viral endocarditis,09-12-2025
B3322,Viral myocarditis,09-12-2025
B3323,Viral pericarditis,09-12-2025
B3324,Viral cardiomyopathy,09-12-2025
B333,"Retrovirus infections, not elsewhere classified",09-12-2025
B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],09-12-2025
B338,Other specified viral diseases,09-12-2025
B34,Viral infection of unspecified site,09-12-2025
B340,"Adenovirus infection, unspecified",09-12-2025
B341,"Enterovirus infection, unspecified",09-12-2025
B342,"Coronavirus infection, unspecified",09-12-2025
B343,"Parvovirus infection, unspecified",09-12-2025
B344,"Papovavirus infection, unspecified",09-12-2025
B348,Other viral infections of unspecified site,09-12-2025
B349,"Viral infection, unspecified",09-12-2025
B35,Dermatophytosis,09-12-2025
B350,Tinea barbae and tinea capitis,09-12-2025
B351,Tinea unguium,09-12-2025
B352,Tinea manuum,09-12-2025
B353,Tinea pedis,09-12-2025
B354,Tinea corporis,09-12-2025
B355,Tinea imbricata,09-12-2025
B356,Tinea cruris,09-12-2025
B358,Other dermatophytoses,09-12-2025
B359,"Dermatophytosis, unspecified",09-12-2025
B36,Other superficial mycoses,09-12-2025
B360,Pityriasis versicolor,09-12-2025
B361,Tinea nigra,09-12-2025
B362,White piedra,09-12-2025
B363,Black piedra,09-12-2025
B368,Other specified superficial mycoses,09-12-2025
B369,"Superficial mycosis, unspecified",09-12-2025
B37,Candidiasis,09-12-2025
B370,Candidal stomatitis,09-12-2025
B371,Pulmonary candidiasis,09-12-2025
B372,Candidiasis of skin and nail,09-12-2025
B373,Candidiasis of vulva and vagina,09-12-2025
B3731,Acute candidiasis of vulva and vagina,09-12-2025
B3732,Chronic candidiasis of vulva and vagina,09-12-2025
B374,Candidiasis of other urogenital sites,09-12-2025
B3741,Candidal cystitis and urethritis,09-12-2025
B3742,Candidal balanitis,09-12-2025
B3749,Other urogenital candidiasis,09-12-2025
B375,Candidal meningitis,09-12-2025
B376,Candidal endocarditis,09-12-2025
B377,Candidal sepsis,09-12-2025
